model_name,model_id,family,provider,deployment,parameters_b,context_length_k,dataset,horizon,prompt_strategy,representation,smape,mae,rmse,inference_time_s,co2_g,cost_usd_per_1k_forecasts,run_id,evaluation_date,hardware,quantization,notes
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Traffic,192,cot+few,CSV numeric,23.089,0.34023,0.54686,1.828,2.5621,0.18256,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Traffic,192,cot+few,CSV numeric,22.605,0.27484,0.41953,1.857,2.25426,0.19755,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Traffic,192,cot+few,CSV numeric,22.774,0.36482,0.45657,1.355,1.95559,0.17532,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,zero-shot,CSV numeric,23.734,0.11094,0.15046,1.215,1.6116,0.17376,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,zero-shot,CSV numeric,25.797,0.12762,0.16636,1.338,1.89413,0.1755,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,zero-shot,CSV numeric,24.681,0.1004,0.1638,1.191,2.00817,0.17943,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,zero-shot,CSV numeric,23.053,0.10482,0.1667,1.602,1.76035,0.17041,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,zero-shot,CSV numeric,22.3,0.10302,0.15882,1.302,1.83074,0.20324,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,few-shot,CSV numeric,22.496,0.10328,0.16069,1.264,1.54737,0.16046,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,few-shot,CSV numeric,23.985,0.09388,0.12149,1.205,1.61063,0.18649,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,few-shot,CSV numeric,24.745,0.11763,0.17587,1.606,1.50474,0.19908,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,few-shot,CSV numeric,25.581,0.10601,0.16818,1.609,1.75426,0.20261,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,few-shot,CSV numeric,22.627,0.10873,0.184,1.367,2.31316,0.17019,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,cot,CSV numeric,25.033,0.12018,0.15722,1.393,1.81764,0.15722,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,cot,CSV numeric,24.719,0.10925,0.13214,1.271,2.22518,0.19124,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,cot,CSV numeric,26.177,0.11454,0.18842,1.481,1.62603,0.16076,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,cot,CSV numeric,23.213,0.09655,0.14035,1.676,1.50401,0.1539,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,cot,CSV numeric,26.249,0.12539,0.15842,1.63,2.38038,0.18195,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,cot+few,CSV numeric,22.056,0.09506,0.11647,1.481,1.79476,0.18884,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,cot+few,CSV numeric,21.316,0.08371,0.12539,1.303,2.37389,0.1667,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,cot+few,CSV numeric,22.305,0.10551,0.14751,1.522,2.22577,0.18361,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,cot+few,CSV numeric,23.054,0.12392,0.17468,1.442,1.51247,0.19599,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,96,cot+few,CSV numeric,23.458,0.10584,0.13199,1.626,1.89501,0.18986,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,zero-shot,CSV numeric,26.985,0.14416,0.18586,1.442,2.64206,0.22655,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,zero-shot,CSV numeric,25.478,0.11732,0.18381,1.815,2.10454,0.20263,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,zero-shot,CSV numeric,27.973,0.13977,0.22245,1.646,1.79717,0.22603,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,zero-shot,CSV numeric,25.908,0.13206,0.16506,1.445,2.51283,0.17276,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,zero-shot,CSV numeric,28.699,0.12816,0.19989,1.82,2.12199,0.19066,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,few-shot,CSV numeric,28.914,0.13796,0.19378,1.663,2.72763,0.19964,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,few-shot,CSV numeric,26.531,0.11848,0.16552,1.405,1.86242,0.21276,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,few-shot,CSV numeric,23.543,0.12554,0.16594,1.387,2.52393,0.22465,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,few-shot,CSV numeric,24.848,0.10444,0.13503,1.619,2.20463,0.18705,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,few-shot,CSV numeric,25.869,0.11957,0.20084,1.691,2.23497,0.17805,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,cot,CSV numeric,26.311,0.11425,0.18079,1.814,2.68984,0.23091,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,cot,CSV numeric,25.158,0.13408,0.16571,1.408,2.021,0.2048,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,cot,CSV numeric,23.698,0.12249,0.18476,1.63,1.86515,0.18668,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,cot,CSV numeric,25.997,0.13461,0.20085,1.736,2.01156,0.19381,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,cot,CSV numeric,26.734,0.13474,0.21372,1.446,2.73452,0.17866,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,cot+few,CSV numeric,24.779,0.10037,0.13372,1.797,1.88103,0.19637,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,cot+few,CSV numeric,25.599,0.10925,0.1699,1.8,2.65952,0.19188,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,cot+few,CSV numeric,25.571,0.10926,0.14448,1.421,2.73282,0.22507,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,cot+few,CSV numeric,24.416,0.11418,0.16502,1.624,2.28096,0.19764,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Covid-19,192,cot+few,CSV numeric,25.095,0.1026,0.17197,1.597,2.74759,0.18125,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,zero-shot,CSV numeric,23.247,0.35899,0.47623,1.205,1.61895,0.20251,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,zero-shot,CSV numeric,23.559,0.41569,0.59547,1.386,2.03189,0.16311,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,zero-shot,CSV numeric,19.551,0.36757,0.57738,1.42,1.65288,0.20272,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,zero-shot,CSV numeric,21.407,0.31203,0.42785,1.579,2.12271,0.19355,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,zero-shot,CSV numeric,23.056,0.35659,0.59261,1.405,2.13901,0.15312,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,few-shot,CSV numeric,20.317,0.32193,0.3963,1.415,1.62903,0.16123,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,few-shot,CSV numeric,21.639,0.3562,0.59162,1.346,2.22618,0.1779,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,few-shot,CSV numeric,21.317,0.37515,0.53886,1.656,1.84271,0.16257,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,few-shot,CSV numeric,22.523,0.42687,0.52084,1.41,2.39249,0.19348,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,few-shot,CSV numeric,22.385,0.38553,0.58986,1.338,2.44754,0.17278,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,cot,CSV numeric,23.716,0.39172,0.58011,1.543,2.00893,0.20198,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,cot,CSV numeric,23.2,0.41433,0.56813,1.39,1.94005,0.15979,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,cot,CSV numeric,22.693,0.40781,0.62304,1.515,1.51977,0.17063,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,cot,CSV numeric,23.85,0.44313,0.72244,1.311,2.16785,0.15999,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,cot,CSV numeric,22.048,0.3321,0.4456,1.521,2.41033,0.16394,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,cot+few,CSV numeric,21.958,0.39871,0.66843,1.489,1.75511,0.18678,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,cot+few,CSV numeric,22.409,0.44076,0.617,1.526,1.52323,0.1746,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,cot+few,CSV numeric,21.31,0.37626,0.53502,1.649,2.35398,0.1704,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,cot+few,CSV numeric,22.334,0.37955,0.57543,1.354,1.74421,0.20228,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,96,cot+few,CSV numeric,21.881,0.41439,0.69995,1.555,2.26467,0.19418,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,zero-shot,CSV numeric,26.951,0.45306,0.59808,1.687,2.00404,0.18695,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,zero-shot,CSV numeric,24.85,0.41139,0.53869,1.781,2.64384,0.1815,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,zero-shot,CSV numeric,24.32,0.39274,0.62789,1.793,1.83493,0.21819,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,zero-shot,CSV numeric,23.213,0.38175,0.6487,1.438,1.85244,0.19693,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,zero-shot,CSV numeric,27.333,0.53111,0.89779,1.371,1.83456,0.21918,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,few-shot,CSV numeric,23.465,0.44975,0.6889,1.394,2.61243,0.18203,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,few-shot,CSV numeric,23.11,0.40066,0.5811,1.709,2.41101,0.23136,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,few-shot,CSV numeric,24.688,0.36596,0.57234,1.869,2.03653,0.19925,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,few-shot,CSV numeric,24.045,0.35065,0.53864,1.527,2.56196,0.22169,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,few-shot,CSV numeric,22.566,0.37441,0.50948,1.744,2.57756,0.20107,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,cot,CSV numeric,23.803,0.35923,0.58896,1.386,1.85195,0.20365,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,cot,CSV numeric,23.018,0.33584,0.40309,1.572,2.54758,0.17347,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,cot,CSV numeric,23.772,0.44756,0.57467,1.413,2.6441,0.22114,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,cot,CSV numeric,23.779,0.44719,0.55736,1.549,2.50633,0.18693,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,cot,CSV numeric,24.095,0.41137,0.64796,1.588,2.09205,0.18462,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,cot+few,CSV numeric,22.339,0.41177,0.51861,1.38,1.87745,0.18196,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,cot+few,CSV numeric,23.991,0.39565,0.6707,1.408,2.41196,0.1985,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,cot+few,CSV numeric,23.025,0.44008,0.74276,1.812,1.89538,0.18471,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,cot+few,CSV numeric,22.527,0.35796,0.56105,1.644,2.29702,0.22147,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Retail,192,cot+few,CSV numeric,24.801,0.35828,0.43879,1.663,2.22454,0.1871,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,zero-shot,CSV numeric,24.442,0.61556,0.99309,1.465,1.88537,0.16762,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,zero-shot,CSV numeric,25.928,0.56681,0.84004,1.522,1.56608,0.15306,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,zero-shot,CSV numeric,24.045,0.63019,0.95986,1.274,2.39026,0.17838,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,zero-shot,CSV numeric,26.548,0.70396,0.86569,1.295,2.08577,0.16356,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,zero-shot,CSV numeric,24.517,0.51745,0.6466,1.291,1.92273,0.16251,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,few-shot,CSV numeric,24.333,0.63149,0.85896,1.367,1.55527,0.1723,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,few-shot,CSV numeric,24.753,0.59602,0.77643,1.625,2.42967,0.15839,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,few-shot,CSV numeric,22.994,0.46827,0.70698,1.25,2.35238,0.19373,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,few-shot,CSV numeric,25.796,0.60479,1.02714,1.212,1.90126,0.17049,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,few-shot,CSV numeric,23.835,0.56791,0.91041,1.273,2.47863,0.17993,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,cot,CSV numeric,25.231,0.56723,0.84652,1.253,1.82109,0.16343,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,cot,CSV numeric,26.77,0.69591,1.04015,1.366,1.90867,0.1763,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,cot,CSV numeric,25.212,0.66687,1.11126,1.382,1.82926,0.17736,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,cot,CSV numeric,26.733,0.61388,0.93886,1.462,1.82072,0.17167,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,cot,CSV numeric,25.1,0.50726,0.65083,1.544,1.8891,0.16459,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,cot+few,CSV numeric,23.446,0.59006,0.78403,1.595,2.4275,0.18526,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,cot+few,CSV numeric,24.539,0.48819,0.81662,1.382,2.4239,0.18426,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,cot+few,CSV numeric,23.94,0.47376,0.72969,1.466,1.52653,0.19315,3,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,cot+few,CSV numeric,21.637,0.50247,0.71998,1.193,2.28665,0.17086,4,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,96,cot+few,CSV numeric,23.892,0.53273,0.7898,1.322,1.66059,0.19485,5,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,192,zero-shot,CSV numeric,25.353,0.5964,1.00356,1.862,2.63832,0.18271,1,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
GPT-5 Nano,openai/gpt-5-nano,GPT,OpenAI,API,,,Wiki2000,192,zero-shot,CSV numeric,26.575,0.69324,0.96169,1.388,2.58828,0.2005,2,2026-05-28,API,N/A,synthetic example data; replace with real benchmark outputs
